event_date,event_name,fighter1,fighter2,winner,round_,time,win_method_finish,win_method_type
August 23 2014,UFC Fight Night: Henderson vs Dos Anjos,Benson Henderson,Rafael Dos Anjos,Rafael Dos Anjos,1,2.31,30,2
August 23 2014,UFC Fight Night: Henderson vs Dos Anjos,Jordan Mein,Mike Pyle,Jordan Mein,1,1.12,30,2
August 23 2014,UFC Fight Night: Henderson vs Dos Anjos,Francis Carmont,Thales Leites,Thales Leites,2,0.2,30,2
August 23 2014,UFC Fight Night: Henderson vs Dos Anjos,Max Holloway,Clay Collard,Max Holloway,3,3.47,31,2
August 23 2014,UFC Fight Night: Henderson vs Dos Anjos,Valmir Lazaro,James Vick,James Vick,3,5.0,22,8
August 23 2014,UFC Fight Night: Henderson vs Dos Anjos,Chas Skelly,Tom Niinimaki,Chas Skelly,1,2.35,32,7
August 23 2014,UFC Fight Night: Henderson vs Dos Anjos,Alex Garcia,Neil Magny,Neil Magny,3,5.0,22,8
August 23 2014,UFC Fight Night: Henderson vs Dos Anjos,Beneil Dariush,Anthony Rocco Martin,Beneil Dariush,2,3.38,2,7
August 23 2014,UFC Fight Night: Henderson vs Dos Anjos,Aaron Phillips,Matt Hobar,Matt Hobar,3,5.0,22,8
August 23 2014,UFC Fight Night: Henderson vs Dos Anjos,Ben Saunders,Chris Heatherly,Ben Saunders,1,2.18,25,7
August 23 2014,UFC Fight Night: Henderson vs Dos Anjos,Joby Sanchez,Wilson Reis,Wilson Reis,3,5.0,22,8
August 30 2014,UFC 177: Dillashaw vs Soto,TJ Dillashaw,Joe Soto,TJ Dillashaw,5,2.2,16,2
August 30 2014,UFC 177: Dillashaw vs Soto,Danny Castillo,Tony Ferguson,Tony Ferguson,3,5.0,22,6
August 30 2014,UFC 177: Dillashaw vs Soto,Bethe Correia,Shayna Baszler,Bethe Correia,2,1.56,31,2
August 30 2014,UFC 177: Dillashaw vs Soto,Ramsey Nijem,Diego Ferreira,Diego Ferreira,2,1.53,30,2
August 30 2014,UFC 177: Dillashaw vs Soto,Yancy Medeiros,Damon Jackson,Yancy Medeiros,2,1.54,27,7
August 30 2014,UFC 177: Dillashaw vs Soto,Lorenz Larkin,Derek Brunson,Derek Brunson,3,5.0,22,8
August 30 2014,UFC 177: Dillashaw vs Soto,Anthony Hamilton,Ruan Potts,Anthony Hamilton,2,4.17,31,2
August 30 2014,UFC 177: Dillashaw vs Soto,Cain Carrizosa,Chris Wade,Chris Wade,1,1.12,10,7
September 13 2014,UFC Fight Night: Silva vs Arlovski,Andrei Arlovski,Antonio Silva,Andrei Arlovski,1,2.59,30,2
September 13 2014,UFC Fight Night: Silva vs Arlovski,Piotr Hallmann,Gleison Tibau,Gleison Tibau,3,5.0,22,6
September 13 2014,UFC Fight Night: Silva vs Arlovski,Leonardo Santos,Efrain Escudero,Leonardo Santos,3,5.0,22,8
September 13 2014,UFC Fight Night: Silva vs Arlovski,Wendell Oliveira,Santiago Ponzinibbio,Santiago Ponzinibbio,1,1.2,31,2
September 13 2014,UFC Fight Night: Silva vs Arlovski,Iuri Alcantara,Russell Doane,Iuri Alcantara,3,5.0,22,8
September 13 2014,UFC Fight Night: Silva vs Arlovski,Larissa Pacheco,Jessica Andrade,Jessica Andrade,1,4.33,10,7
September 13 2014,UFC Fight Night: Silva vs Arlovski,Godofredo Pepey,Dashon Johnson,Godofredo Pepey,1,4.29,3,7
September 13 2014,UFC Fight Night: Silva vs Arlovski,Igor Araujo,George Sullivan,George Sullivan,2,2.31,30,2
September 13 2014,UFC Fight Night: Silva vs Arlovski,Francisco Trinaldo,Leandro Silva,Francisco Trinaldo,3,5.0,22,8
September 13 2014,UFC Fight Night: Silva vs Arlovski,Paulo Thiago,Sean Spencer,Sean Spencer,3,5.0,22,8
September 13 2014,UFC Fight Night: Silva vs Arlovski,Rani Yahya,Johnny Bedford,Rani Yahya,2,2.04,18,7
September 20 2014,UFC Fight Night: Hunt vs Nelson,Roy Nelson,Mark Hunt,Mark Hunt,2,3.0,30,2
September 20 2014,UFC Fight Night: Hunt vs Nelson,Myles Jury,Takanori Gomi,Myles Jury,1,1.32,30,2
September 20 2014,UFC Fight Night: Hunt vs Nelson,Amir Sadollah,Yoshihiro Akiyama,Yoshihiro Akiyama,3,5.0,22,8
September 20 2014,UFC Fight Night: Hunt vs Nelson,Miesha Tate,Rin Nakai,Miesha Tate,3,5.0,22,8
September 20 2014,UFC Fight Night: Hunt vs Nelson,Richard Walsh,Kiichi Kunimoto,Kiichi Kunimoto,3,5.0,22,6
September 20 2014,UFC Fight Night: Hunt vs Nelson,Kyoji Horiguchi,Jon Delos Reyes,Kyoji Horiguchi,1,3.48,31,2
September 20 2014,UFC Fight Night: Hunt vs Nelson,Alex Caceres,Masanori Kanehara,Masanori Kanehara,3,5.0,22,8
September 20 2014,UFC Fight Night: Hunt vs Nelson,Katsunori Kikuno,Sam Sicilia,Katsunori Kikuno,2,1.38,32,7
September 20 2014,UFC Fight Night: Hunt vs Nelson,Takenori Sato,Hyun Gyu Lim,Hyun Gyu Lim,1,1.18,6,2
September 20 2014,UFC Fight Night: Hunt vs Nelson,Kyung Ho Kang,Michinori Tanaka,Kyung Ho Kang,3,5.0,22,6
September 20 2014,UFC Fight Night: Hunt vs Nelson,Kazuki Tokudome,Johnny Case,Johnny Case,2,2.34,10,7
September 20 2014,UFC Fight Night: Hunt vs Nelson,Maximo Blanco,Dan Hooker,Maximo Blanco,3,5.0,22,8
September 27 2014,UFC 178: Johnson vs Cariaso,Chris Cariaso,Demetrious Johnson,Demetrious Johnson,2,2.29,18,7
September 27 2014,UFC 178: Johnson vs Cariaso,Donald Cerrone,Eddie Alvarez,Donald Cerrone,3,5.0,22,8
September 27 2014,UFC 178: Johnson vs Cariaso,Dustin Poirier,Conor McGregor,Conor McGregor,1,1.46,30,2
September 27 2014,UFC 178: Johnson vs Cariaso,Yoel Romero,Tim Kennedy,Yoel Romero,3,0.58,30,2
September 27 2014,UFC 178: Johnson vs Cariaso,Amanda Nunes,Cat Zingano,Cat Zingano,3,1.21,31,2
September 27 2014,UFC 178: Johnson vs Cariaso,Dominick Cruz,Takeya Mizugaki,Dominick Cruz,1,1.01,31,2
September 27 2014,UFC 178: Johnson vs Cariaso,James Krause,Jorge Masvidal,Jorge Masvidal,3,5.0,22,8
September 27 2014,UFC 178: Johnson vs Cariaso,Stephen Thompson,Patrick Cote,Stephen Thompson,3,5.0,22,8
September 27 2014,UFC 178: Johnson vs Cariaso,John Howard,Brian Ebersole,Brian Ebersole,3,5.0,22,6
September 27 2014,UFC 178: Johnson vs Cariaso,Kevin Lee,Jon Tuck,Kevin Lee,3,5.0,22,8
September 27 2014,UFC 178: Johnson vs Cariaso,Cody Gibson,Manvel Gamburyan,Manvel Gamburyan,2,4.56,10,7
October 04 2014,UFC Fight Night: Nelson vs Story,Rick Story,Gunnar Nelson,Rick Story,5,5.0,22,6
October 04 2014,UFC Fight Night: Nelson vs Story,Akira Corassani,Max Holloway,Max Holloway,1,3.11,30,2
October 04 2014,UFC Fight Night: Nelson vs Story,Jan Blachowicz,Ilir Latifi,Jan Blachowicz,1,1.58,16,2
October 04 2014,UFC Fight Night: Nelson vs Story,Niklas Backstrom,Mike Wilkinson,Mike Wilkinson,1,1.19,30,2
October 04 2014,UFC Fight Night: Nelson vs Story,Magnus Cedenblad,Scott Askham,Magnus Cedenblad,3,5.0,22,8
October 04 2014,UFC Fight Night: Nelson vs Story,Alexander Yakovlev,Nico Musoke,Nico Musoke,3,5.0,22,8
October 04 2014,UFC Fight Night: Nelson vs Story,Dennis Siver,Charles Rosa,Dennis Siver,3,5.0,22,8
October 04 2014,UFC Fight Night: Nelson vs Story,Gasan Umalatov,Cathal Pendred,Cathal Pendred,3,5.0,22,6
October 04 2014,UFC Fight Night: Nelson vs Story,Krzysztof Jotko,Tor Troeng,Krzysztof Jotko,3,5.0,22,8
October 04 2014,UFC Fight Night: Nelson vs Story,Marcin Bandel,Mairbek Taisumov,Mairbek Taisumov,1,1.01,30,2
October 04 2014,UFC Fight Night: Nelson vs Story,Zubaira Tukhugov,Ernest Chavez,Zubaira Tukhugov,1,4.21,31,2
October 04 2014,UFC Fight Night: MacDonald vs Saffiedine,Tarec Saffiedine,Rory MacDonald,Rory MacDonald,3,1.28,30,2
October 04 2014,UFC Fight Night: MacDonald vs Saffiedine,Raphael Assuncao,Bryan Caraway,Raphael Assuncao,3,5.0,22,8
October 04 2014,UFC Fight Night: MacDonald vs Saffiedine,Yosdenis Cedeno,Chad Laprise,Chad Laprise,3,5.0,22,8
October 04 2014,UFC Fight Night: MacDonald vs Saffiedine,Elias Theodorou,Bruno Santos,Elias Theodorou,3,5.0,22,8
October 04 2014,UFC Fight Night: MacDonald vs Saffiedine,Jingliang Li,Nordine Taleb,Nordine Taleb,3,5.0,22,6
October 04 2014,UFC Fight Night: MacDonald vs Saffiedine,Mitch Gagnon,Roman Salazar,Mitch Gagnon,1,2.06,32,7
October 04 2014,UFC Fight Night: MacDonald vs Saffiedine,Anthony Njokuani,Daron Cruickshank,Daron Cruickshank,3,5.0,22,8
October 04 2014,UFC Fight Night: MacDonald vs Saffiedine,Olivier Aubin-Mercier,Jake Lindsey,Olivier Aubin-Mercier,2,3.22,27,7
October 04 2014,UFC Fight Night: MacDonald vs Saffiedine,Jason Saggo,Paul Felder,Paul Felder,3,5.0,22,6
October 04 2014,UFC Fight Night: MacDonald vs Saffiedine,Chris Kelades,Paddy Holohan,Chris Kelades,3,5.0,22,8
October 04 2014,UFC Fight Night: MacDonald vs Saffiedine,Matt Dwyer,Albert Tumenov,Albert Tumenov,1,1.03,16,2
October 04 2014,UFC Fight Night: MacDonald vs Saffiedine,Pedro Munhoz,Jerrod Sanders,Pedro Munhoz,1,0.39,10,5
October 25 2014,UFC 179: Aldo vs Mendes 2,Chad Mendes,Jose Aldo,Jose Aldo,5,5.0,22,8
October 25 2014,UFC 179: Aldo vs Mendes 2,Phil Davis,Glover Teixeira,Phil Davis,3,5.0,22,8
October 25 2014,UFC 179: Aldo vs Mendes 2,Hans Stringer,Fabio Maldonado,Fabio Maldonado,2,4.06,31,2
October 25 2014,UFC 179: Aldo vs Mendes 2,Darren Elkins,Lucas Martins,Darren Elkins,3,5.0,22,6
October 25 2014,UFC 179: Aldo vs Mendes 2,Diego Ferreira,Beneil Dariush,Beneil Dariush,3,5.0,22,8
October 25 2014,UFC 179: Aldo vs Mendes 2,Neil Magny,William Patolino,Neil Magny,3,2.4,31,2
October 25 2014,UFC 179: Aldo vs Mendes 2,Naoyuki Kotani,Yan Cabral,Yan Cabral,2,3.06,32,7
October 25 2014,UFC 179: Aldo vs Mendes 2,Wilson Reis,Scott Jorgensen,Wilson Reis,1,3.28,2,7
October 25 2014,UFC 179: Aldo vs Mendes 2,Felipe Arantes,Andre Fili,Andre Fili,3,5.0,22,8
October 25 2014,UFC 179: Aldo vs Mendes 2,Gilbert Burns,Christos Giagos,Gilbert Burns,1,4.57,3,7
October 25 2014,UFC 179: Aldo vs Mendes 2,Fabricio Camoes,Anthony Rocco Martin,Anthony Rocco Martin,1,4.16,18,7
November 07 2014,UFC Fight Night: Rockhold vs Bisping,Luke Rockhold,Michael Bisping,Luke Rockhold,2,0.57,10,7
November 07 2014,UFC Fight Night: Rockhold vs Bisping,Ross Pearson,Al Iaquinta,Al Iaquinta,2,1.39,30,2
November 07 2014,UFC Fight Night: Rockhold vs Bisping,Robert Whittaker,Clint Hester,Robert Whittaker,2,2.43,19,2
November 07 2014,UFC Fight Night: Rockhold vs Bisping,Walt Harris,Soa Palelei,Soa Palelei,2,4.49,31,2
November 07 2014,UFC Fight Night: Rockhold vs Bisping,Jake Matthews,Vagner Rocha,Jake Matthews,2,1.52,32,7
November 07 2014,UFC Fight Night: Rockhold vs Bisping,Guto Inocente,Anthony Perosh,Anthony Perosh,1,3.46,32,7
November 07 2014,UFC Fight Night: Rockhold vs Bisping,Sam Alvey,Dylan Andrews,Sam Alvey,1,2.16,31,2
November 07 2014,UFC Fight Night: Rockhold vs Bisping,Richie Vaculik,Louis Smolka,Louis Smolka,3,0.18,16,2
November 07 2014,UFC Fight Night: Rockhold vs Bisping,Chris Clements,Vik Grujic,Chris Clements,1,3.06,19,2
November 07 2014,UFC Fight Night: Rockhold vs Bisping,Luke Zachrich,Daniel Kelly,Daniel Kelly,1,4.27,18,7
November 07 2014,UFC Fight Night: Rockhold vs Bisping,Marcus Brimage,Jumabieke Tuerxun,Marcus Brimage,1,2.58,16,2
November 08 2014,UFC Fight Night 56: Shogun vs Saint Preux,Mauricio Rua,Ovince Saint Preux,Ovince Saint Preux,1,0.34,30,2
November 08 2014,UFC Fight Night 56: Shogun vs Saint Preux,Warlley Alves,Alan Jouban,Warlley Alves,3,5.0,22,8
November 08 2014,UFC Fight Night 56: Shogun vs Saint Preux,Leon Edwards,Claudio Silva,Claudio Silva,3,5.0,22,6
November 08 2014,UFC Fight Night 56: Shogun vs Saint Preux,Dhiego Lima,Jorge de Oliveira,Dhiego Lima,3,5.0,22,8
November 08 2014,UFC Fight Night 56: Shogun vs Saint Preux,Nina Ansaroff,Juliana Lima,Juliana Lima,3,5.0,22,8
November 08 2014,UFC Fight Night 56: Shogun vs Saint Preux,Diego Rivas,Rodolfo Rubio,Diego Rivas,3,5.0,22,8
November 08 2014,UFC Fight Night 56: Shogun vs Saint Preux,Trevor Smith,Caio Magalhaes,Caio Magalhaes,1,0.31,30,2
November 08 2014,UFC Fight Night 56: Shogun vs Saint Preux,Leandro Silva,Charlie Brenneman,Leandro Silva,1,4.15,32,7
November 08 2014,UFC Fight Night 56: Shogun vs Saint Preux,Tim Gorman,Thomas Almeida,Thomas Almeida,3,5.0,22,8
November 08 2014,UFC Fight Night 56: Shogun vs Saint Preux,Colby Covington,Wagner Silva,Colby Covington,3,3.26,32,7
November 15 2014,UFC 180: Werdum vs Hunt,Mark Hunt,Fabricio Werdum,Fabricio Werdum,2,2.27,7,2
November 15 2014,UFC 180: Werdum vs Hunt,Kelvin Gastelum,Jake Ellenberger,Kelvin Gastelum,1,4.46,32,7
November 15 2014,UFC 180: Werdum vs Hunt,Dennis Bermudez,Ricardo Lamas,Ricardo Lamas,1,3.18,10,7
November 15 2014,UFC 180: Werdum vs Hunt,Augusto Montano,Chris Heatherly,Augusto Montano,1,4.5,21,2
November 15 2014,UFC 180: Werdum vs Hunt,Edgar Garcia,Hector Urbina,Hector Urbina,1,3.38,10,7
November 15 2014,UFC 180: Werdum vs Hunt,Yair Rodriguez,Leonardo Morales,Yair Rodriguez,3,5.0,22,8
November 15 2014,UFC 180: Werdum vs Hunt,Jose Quinonez,Alejandro Perez,Alejandro Perez,3,5.0,22,8
November 15 2014,UFC 180: Werdum vs Hunt,Jessica Eye,Leslie Smith,Jessica Eye,2,1.3,22,2
November 15 2014,UFC 180: Werdum vs Hunt,Humberto Brown,Gabriel Benitez,Gabriel Benitez,3,0.3,10,7
November 15 2014,UFC 180: Werdum vs Hunt,Henry Briones,Guido Cannetti,Henry Briones,2,1.44,32,7
November 15 2014,UFC 180: Werdum vs Hunt,Marlon Vera,Marco Beltran,Marco Beltran,3,5.0,22,8
November 22 2014,UFC Fight Night: Edgar vs Swanson,Frankie Edgar,Cub Swanson,Frankie Edgar,5,4.56,23,7
November 22 2014,UFC Fight Night: Edgar vs Swanson,Bobby Green,Edson Barboza,Edson Barboza,3,5.0,22,8
November 22 2014,UFC Fight Night: Edgar vs Swanson,Chico Camus,Brad Pickett,Chico Camus,3,5.0,22,6
November 22 2014,UFC Fight Night: Edgar vs Swanson,Jared Rosholt,Aleksei Oleinik,Aleksei Oleinik,1,3.21,30,2
November 22 2014,UFC Fight Night: Edgar vs Swanson,Joseph Benavidez,Dustin Ortiz,Joseph Benavidez,3,5.0,22,8
November 22 2014,UFC Fight Night: Edgar vs Swanson,Isaac Vallie-Flagg,Matt Wiman,Matt Wiman,3,5.0,22,8
November 22 2014,UFC Fight Night: Edgar vs Swanson,Ruslan Magomedov,Josh Copeland,Ruslan Magomedov,3,5.0,22,8
November 22 2014,UFC Fight Night: Edgar vs Swanson,Luke Barnatt,Roger Narvaez,Roger Narvaez,3,5.0,22,6
November 22 2014,UFC Fight Night: Edgar vs Swanson,James Vick,Nick Hein,James Vick,3,5.0,22,8
November 22 2014,UFC Fight Night: Edgar vs Swanson,Yves Edwards,Akbarh Arreola,Akbarh Arreola,1,1.52,3,7
November 22 2014,UFC Fight Night: Edgar vs Swanson,Paige VanZant,Kailin Curran,Paige VanZant,3,2.54,31,2
November 22 2014,UFC Fight Night: Edgar vs Swanson,Juan Puig,Dooho Choi,Dooho Choi,1,0.18,30,2
December 06 2014,UFC 181: Hendricks vs Lawler II,Robbie Lawler,Johny Hendricks,Robbie Lawler,5,5.0,22,6
December 06 2014,UFC 181: Hendricks vs Lawler II,Gilbert Melendez,Anthony Pettis,Anthony Pettis,2,1.53,10,7
December 06 2014,UFC 181: Hendricks vs Lawler II,Travis Browne,Brendan Schaub,Travis Browne,1,4.5,31,2
December 06 2014,UFC 181: Hendricks vs Lawler II,Anthony Hamilton,Todd Duffee,Todd Duffee,1,0.33,30,2
December 06 2014,UFC 181: Hendricks vs Lawler II,Tony Ferguson,Abel Trujillo,Tony Ferguson,2,4.19,32,7
December 06 2014,UFC 181: Hendricks vs Lawler II,Francisco Rivera,Urijah Faber,Urijah Faber,2,1.34,27,7
December 06 2014,UFC 181: Hendricks vs Lawler II,Josh Samman,Eddie Gordon,Josh Samman,2,3.08,16,2
December 06 2014,UFC 181: Hendricks vs Lawler II,Justin Jones,Corey Anderson,Corey Anderson,3,5.0,22,8
December 06 2014,UFC 181: Hendricks vs Lawler II,Raquel Pennington,Ashlee Evans-Smith,Raquel Pennington,1,4.59,27,7
December 06 2014,UFC 181: Hendricks vs Lawler II,Matt Hobar,Sergio Pettis,Sergio Pettis,3,5.0,22,8
December 06 2014,UFC 181: Hendricks vs Lawler II,Clay Collard,Alex White,Clay Collard,3,5.0,22,8
December 12 2014,The Ultimate Fighter 20 Finale,Rose Namajunas,Carla Esparza,Carla Esparza,3,1.26,32,7
December 12 2014,The Ultimate Fighter 20 Finale,Charles Oliveira,Jeremy Stephens,Charles Oliveira,3,5.0,22,8
December 12 2014,The Ultimate Fighter 20 Finale,Daron Cruickshank,KJ Noons,KJ Noons,2,0.25,22,0
December 12 2014,The Ultimate Fighter 20 Finale,Yancy Medeiros,Joe Proctor,Yancy Medeiros,1,4.37,10,7
December 12 2014,The Ultimate Fighter 20 Finale,Randa Markos,Jessica Penne,Jessica Penne,3,5.0,22,6
December 12 2014,The Ultimate Fighter 20 Finale,Felice Herrig,Lisa Ellis,Felice Herrig,2,3.05,3,7
December 12 2014,The Ultimate Fighter 20 Finale,Bec Rawlings,Heather Jo Clark,Heather Jo Clark,3,5.0,22,8
December 12 2014,The Ultimate Fighter 20 Finale,Joanne Calderwood,Seohee Ham,Joanne Calderwood,3,5.0,22,8
December 12 2014,The Ultimate Fighter 20 Finale,Angela Magana,Tecia Torres,Tecia Torres,3,5.0,22,8
December 12 2014,The Ultimate Fighter 20 Finale,Aisling Daly,Alex Chambers,Aisling Daly,1,4.53,3,7
December 12 2014,The Ultimate Fighter 20 Finale,Emily Peters Kagan,Angela Hill,Angela Hill,3,5.0,22,8
December 13 2014,UFC Fight Night: Dos Santos vs Miocic,Junior Dos Santos,Stipe Miocic,Junior Dos Santos,5,5.0,22,8
December 13 2014,UFC Fight Night: Dos Santos vs Miocic,Nate Diaz,Rafael Dos Anjos,Rafael Dos Anjos,3,5.0,22,8
December 13 2014,UFC Fight Night: Dos Santos vs Miocic,Alistair Overeem,Stefan Struve,Alistair Overeem,1,4.13,30,2
December 13 2014,UFC Fight Night: Dos Santos vs Miocic,Gabriel Gonzaga,Matt Mitrione,Matt Mitrione,1,1.59,30,2
December 13 2014,UFC Fight Night: Dos Santos vs Miocic,Joanna Jedrzejczyk,Claudia Gadelha,Joanna Jedrzejczyk,3,5.0,22,6
December 13 2014,UFC Fight Night: Dos Santos vs Miocic,Willie Gates,John Moraga,John Moraga,3,4.06,32,7
December 13 2014,UFC Fight Night: Dos Santos vs Miocic,Ben Saunders,Joe Riggs,Ben Saunders,1,0.57,14,7
December 13 2014,UFC Fight Night: Dos Santos vs Miocic,Jamie Varner,Drew Dober,Drew Dober,1,1.52,32,7
December 13 2014,UFC Fight Night: Dos Santos vs Miocic,Bryan Barberena,Joe Ellenberger,Bryan Barberena,3,3.24,31,2
December 13 2014,UFC Fight Night: Dos Santos vs Miocic,Garett Whiteley,David Michaud,David Michaud,3,5.0,22,8
December 13 2014,UFC Fight Night: Dos Santos vs Miocic,Henry Cejudo,Dustin Kimura,Henry Cejudo,3,5.0,22,8
December 13 2014,UFC Fight Night: Dos Santos vs Miocic,Anthony Birchak,Ian Entwistle,Ian Entwistle,1,1.04,13,7
January 03 2015,UFC 182: Jones vs Cormier,Jon Jones,Daniel Cormier,Jon Jones,5,5.0,22,8
January 03 2015,UFC 182: Jones vs Cormier,Myles Jury,Donald Cerrone,Donald Cerrone,3,5.0,22,8
January 03 2015,UFC 182: Jones vs Cormier,Brad Tavares,Nate Marquardt,Brad Tavares,3,5.0,22,8
January 03 2015,UFC 182: Jones vs Cormier,Louis Gaudinot,Kyoji Horiguchi,Kyoji Horiguchi,3,5.0,22,8
January 03 2015,UFC 182: Jones vs Cormier,Hector Lombard,Joshua Burkman,Hector Lombard,3,5.0,22,5
January 03 2015,UFC 182: Jones vs Cormier,Danny Castillo,Paul Felder,Paul Felder,2,2.09,34,2
January 03 2015,UFC 182: Jones vs Cormier,Cody Garbrandt,Marcus Brimage,Cody Garbrandt,3,4.5,31,2
January 03 2015,UFC 182: Jones vs Cormier,Jared Cannonier,Shawn Jordan,Shawn Jordan,1,2.57,30,2
January 03 2015,UFC 182: Jones vs Cormier,Evan Dunham,Rodrigo Damm,Evan Dunham,3,5.0,22,8
January 03 2015,UFC 182: Jones vs Cormier,Mats Nilsson,Omari Akhmedov,Omari Akhmedov,3,5.0,22,8
January 03 2015,UFC 182: Jones vs Cormier,Marion Reneau,Alexis Dufresne,Marion Reneau,3,5.0,22,8
January 18 2015,UFC Fight Night: McGregor vs Siver,Dennis Siver,Conor McGregor,Conor McGregor,2,1.54,30,2
January 18 2015,UFC Fight Night: McGregor vs Siver,Donald Cerrone,Benson Henderson,Donald Cerrone,3,5.0,22,8
January 18 2015,UFC Fight Night: McGregor vs Siver,Ron Stallings,Uriah Hall,Uriah Hall,1,3.37,22,2
January 18 2015,UFC Fight Night: McGregor vs Siver,Gleison Tibau,Norman Parke,Gleison Tibau,3,5.0,22,6
January 18 2015,UFC Fight Night: McGregor vs Siver,Sean Spencer,Cathal Pendred,Cathal Pendred,3,5.0,22,8
January 18 2015,UFC Fight Night: McGregor vs Siver,Lorenz Larkin,John Howard,Lorenz Larkin,1,2.17,30,2
January 18 2015,UFC Fight Night: McGregor vs Siver,Zhang Lipeng,Chris Wade,Chris Wade,3,5.0,22,8
January 18 2015,UFC Fight Night: McGregor vs Siver,Paddy Holohan,Shane Howell,Paddy Holohan,3,5.0,22,8
January 18 2015,UFC Fight Night: McGregor vs Siver,Frankie Perez,Johnny Case,Johnny Case,3,1.54,31,2
January 18 2015,UFC Fight Night: McGregor vs Siver,Charles Rosa,Sean Soriano,Charles Rosa,3,4.43,4,7
January 18 2015,UFC Fight Night: McGregor vs Siver,Matt Van Buren,Sean O'Connell,Sean O'Connell,3,2.11,31,2
January 18 2015,UFC Fight Night: McGregor vs Siver,Joby Sanchez,Tateki Matsuda,Joby Sanchez,3,5.0,22,6
January 24 2015,UFC Fight Night: Gustafsson vs Johnson,Alexander Gustafsson,Anthony Johnson,Anthony Johnson,1,2.15,31,2
January 24 2015,UFC Fight Night: Gustafsson vs Johnson,Gegard Mousasi,Dan Henderson,Gegard Mousasi,1,1.1,30,2
January 24 2015,UFC Fight Night: Gustafsson vs Johnson,Phil Davis,Ryan Bader,Ryan Bader,3,5.0,22,6
January 24 2015,UFC Fight Night: Gustafsson vs Johnson,Sam Sicilia,Akira Corassani,Sam Sicilia,1,3.26,30,2
January 24 2015,UFC Fight Night: Gustafsson vs Johnson,Nico Musoke,Albert Tumenov,Albert Tumenov,3,5.0,22,8
January 24 2015,UFC Fight Night: Gustafsson vs Johnson,Kenny Robertson,Sultan Aliev,Kenny Robertson,1,2.42,30,2
January 24 2015,UFC Fight Night: Gustafsson vs Johnson,Andy Ogle,Makwan Amirkhani,Makwan Amirkhani,1,0.08,31,2
January 24 2015,UFC Fight Night: Gustafsson vs Johnson,Nikita Krylov,Stanislav Nedkov,Nikita Krylov,1,1.24,10,7
January 24 2015,UFC Fight Night: Gustafsson vs Johnson,Anthony Christodoulou,Mairbek Taisumov,Mairbek Taisumov,2,0.38,31,2
January 24 2015,UFC Fight Night: Gustafsson vs Johnson,Mirsad Bektic,Paul Redmond,Mirsad Bektic,3,5.0,22,8
January 24 2015,UFC Fight Night: Gustafsson vs Johnson,Konstantin Erokhin,Viktor Pesta,Viktor Pesta,3,5.0,22,8
January 24 2015,UFC Fight Night: Gustafsson vs Johnson,Neil Seery,Chris Beal,Neil Seery,3,5.0,22,8
January 31 2015,UFC 183: Silva vs Diaz,Nick Diaz,Anderson Silva,Anderson Silva,5,5.0,22,5
January 31 2015,UFC 183: Silva vs Diaz,Tyron Woodley,Kelvin Gastelum,Tyron Woodley,3,5.0,22,6
January 31 2015,UFC 183: Silva vs Diaz,Joe Lauzon,Al Iaquinta,Al Iaquinta,2,3.34,31,2
January 31 2015,UFC 183: Silva vs Diaz,Thales Leites,Tim Boetsch,Thales Leites,2,3.45,2,7
January 31 2015,UFC 183: Silva vs Diaz,Jordan Mein,Thiago Alves,Thiago Alves,2,0.39,16,2
January 31 2015,UFC 183: Silva vs Diaz,Miesha Tate,Sara McMann,Miesha Tate,3,5.0,22,3
January 31 2015,UFC 183: Silva vs Diaz,Ed Herman,Derek Brunson,Derek Brunson,1,0.36,30,2
January 31 2015,UFC 183: Silva vs Diaz,John Lineker,Ian McCall,John Lineker,3,5.0,22,8
January 31 2015,UFC 183: Silva vs Diaz,Tom Watson,Rafael Natal,Rafael Natal,3,5.0,22,8
January 31 2015,UFC 183: Silva vs Diaz,Ildemar Alcantara,Richardson Moreira,Ildemar Alcantara,3,5.0,22,6
January 31 2015,UFC 183: Silva vs Diaz,Andy Enz,Thiago Santos,Thiago Santos,1,1.56,31,2
February 14 2015,UFC Fight Night: Henderson vs Thatch,Benson Henderson,Brandon Thatch,Benson Henderson,4,3.58,32,7
February 14 2015,UFC Fight Night: Henderson vs Thatch,Cole Miller,Max Holloway,Max Holloway,3,5.0,22,8
February 14 2015,UFC Fight Night: Henderson vs Thatch,Neil Magny,Kiichi Kunimoto,Neil Magny,3,1.22,32,7
February 14 2015,UFC Fight Night: Henderson vs Thatch,Patrick Walsh,Daniel Kelly,Daniel Kelly,3,5.0,22,8
February 14 2015,UFC Fight Night: Henderson vs Thatch,Kevin Lee,Michel Prazeres,Kevin Lee,3,5.0,22,8
February 14 2015,UFC Fight Night: Henderson vs Thatch,Chris Kelades,Ray Borg,Ray Borg,3,2.56,18,7
February 14 2015,UFC Fight Night: Henderson vs Thatch,Efrain Escudero,Rodrigo de Lima,Efrain Escudero,3,5.0,22,8
February 14 2015,UFC Fight Night: Henderson vs Thatch,Jim Alers,Chas Skelly,Chas Skelly,2,4.59,31,2
February 14 2015,UFC Fight Night: Henderson vs Thatch,Zach Makovsky,Tim Elliott,Zach Makovsky,3,5.0,22,8
